:START_ID,:END_ID
100051597.0,5.0
100051625.0,5.0
100051630.0,5.0
100051642.0,5.0
100051655.0,5.0
100051665.0,5.0
100051687.0,5.0
100051699.0,5.0
100051703.0,5.0
100051726.0,5.0
100051732.0,5.0
100051743.0,5.0
100051749.0,5.0
100051752.0,5.0
100051756.0,5.0
100051768.0,5.0
100051864.0,5.0
100051869.0,5.0
100051874.0,5.0
100051942.0,5.0
100051182.0,4.0
100040671.0,4.0
100040694.0,4.0
100040729.0,4.0
100040737.0,4.0
100040739.0,4.0
100040761.0,4.0
100040770.0,4.0
100040805.0,4.0
100040819.0,4.0
100040824.0,4.0
100040826.0,4.0
100040831.0,4.0
100040844.0,4.0
100040861.0,4.0
100040875.0,4.0
100040889.0,4.0
100040899.0,4.0
100040912.0,4.0
100040915.0,4.0
100040941.0,4.0
100040968.0,4.0
100040978.0,4.0
100040983.0,4.0
100041006.0,4.0
100041018.0,4.0
100041062.0,4.0
100041076.0,4.0
100041079.0,4.0
100041115.0,4.0
100041118.0,4.0
100041121.0,4.0
100041152.0,4.0
100041156.0,4.0
100041159.0,4.0
100041161.0,4.0
100041174.0,4.0
100041186.0,4.0
100041215.0,4.0
100041221.0,4.0
100041231.0,4.0
100041232.0,4.0
100041237.0,4.0
100041275.0,4.0
100041276.0,4.0
100041288.0,4.0
100041307.0,4.0
100041393.0,4.0
100041468.0,4.0
100041478.0,4.0
100041504.0,4.0
100041511.0,4.0
100041525.0,4.0
100041539.0,4.0
100041540.0,4.0
100041548.0,4.0
100041559.0,4.0
100041581.0,4.0
100041590.0,4.0
100041624.0,4.0
100041630.0,4.0
100041643.0,4.0
100041666.0,4.0
100041697.0,4.0
100041703.0,4.0
100041743.0,4.0
100041748.0,4.0
100048080.0,4.0
100040590.0,4.0
100040612.0,4.0
100040626.0,4.0
100040636.0,4.0
100040638.0,4.0
100040653.0,4.0
100010987.0,4.0
100040001.0,4.0
100040035.0,4.0
100040110.0,4.0
100040138.0,4.0
100040144.0,4.0
100040193.0,4.0
100040205.0,4.0
100040236.0,4.0
100040266.0,4.0
100040275.0,4.0
100040286.0,4.0
100040306.0,4.0
100040320.0,4.0
100040343.0,4.0
100040346.0,4.0
100040351.0,4.0
100040355.0,4.0
100040379.0,4.0
100040394.0,4.0
