crimeId:ID,date
100030753.0,2010-03-01
100030772.0,2010-03-01
100030773.0,2010-03-01
100030816.0,2010-03-01
100030818.0,2010-03-01
100030850.0,2010-03-01
100030860.0,2010-03-01
100030861.0,2010-03-01
100030877.0,2010-03-01
100030897.0,2010-03-01
100030940.0,2010-03-01
100030961.0,2010-03-01
100030965.0,2010-03-01
100030970.0,2010-03-01
100030985.0,2010-03-01
100031021.0,2010-03-01
100031025.0,2010-03-01
100031039.0,2010-03-01
100031048.0,2010-03-01
100031063.0,2010-03-01
100031065.0,2010-03-01
100031071.0,2010-03-01
100020043.0,2010-02-01
100020076.0,2010-02-01
100020136.0,2010-02-01
100020167.0,2010-02-01
100020214.0,2010-02-01
100020232.0,2010-02-01
100020253.0,2010-02-01
100020365.0,2010-02-01
100020418.0,2010-02-01
100020429.0,2010-02-01
100020451.0,2010-02-01
100020470.0,2010-02-01
100020517.0,2010-02-01
100020535.0,2010-02-01
100020555.0,2010-02-01
100020602.0,2010-02-01
100020614.0,2010-02-01
100020617.0,2010-02-01
100020618.0,2010-02-01
100020623.0,2010-02-01
100020659.0,2010-02-01
100020665.0,2010-02-01
100020668.0,2010-02-01
100020683.0,2010-02-01
100020687.0,2010-02-01
100020690.0,2010-02-01
100020695.0,2010-02-01
100020718.0,2010-02-01
100020720.0,2010-02-01
100020724.0,2010-02-01
100020751.0,2010-02-01
100020752.0,2010-02-01
100020754.0,2010-02-01
100020776.0,2010-02-01
100020777.0,2010-02-01
100020785.0,2010-02-01
100020819.0,2010-02-01
100020823.0,2010-02-01
100020836.0,2010-02-01
100020844.0,2010-02-01
100020864.0,2010-02-01
100020866.0,2010-02-01
100020869.0,2010-02-01
100020875.0,2010-02-01
100020880.0,2010-02-01
100020919.0,2010-02-01
100020931.0,2010-02-01
100020932.0,2010-02-01
100020936.0,2010-02-01
100020947.0,2010-02-01
100020954.0,2010-02-01
100020959.0,2010-02-01
100020976.0,2010-02-01
100020985.0,2010-02-01
100020987.0,2010-02-01
100020990.0,2010-02-01
100020996.0,2010-02-01
100021067.0,2010-02-01
100021083.0,2010-02-01
100021108.0,2010-02-01
100021140.0,2010-02-01
100021147.0,2010-02-01
100021154.0,2010-02-01
100021175.0,2010-02-01
100021201.0,2010-02-01
100021236.0,2010-02-01
100021279.0,2010-02-01
100021285.0,2010-02-01
100021292.0,2010-02-01
100021303.0,2010-02-01
100021314.0,2010-02-01
100021328.0,2010-02-01
100021330.0,2010-02-01
100021346.0,2010-02-01
100021391.0,2010-02-01
100021483.0,2010-02-01
100021505.0,2010-02-01
100021520.0,2010-02-01
100021527.0,2010-02-01
100021662.0,2010-02-01
100021675.0,2010-02-01
100021678.0,2010-02-01
100021682.0,2010-02-01
100021705.0,2010-02-01
100021784.0,2010-02-01
100022000000.0,2010-02-01
93641508.0,2010-01-01
100011076.0,2010-01-01
100011079.0,2010-01-01
100011089.0,2010-01-01
100011103.0,2010-01-01
100011107.0,2010-01-01
100011146.0,2010-01-01
100011158.0,2010-01-01
100011202.0,2010-01-01
100011206.0,2010-01-01
100011217.0,2010-01-01
100011246.0,2010-01-01
100011264.0,2010-01-01
100011283.0,2010-01-01
100011318.0,2010-01-01
100011320.0,2010-01-01
100011342.0,2010-01-01
100011386.0,2010-01-01
100011388.0,2010-01-01
100011414.0,2010-01-01
100011468.0,2010-01-01
100011487.0,2010-01-01
100011490.0,2010-01-01
100011535.0,2010-01-01
100011548.0,2010-01-01
100011576.0,2010-01-01
100011602.0,2010-01-01
100011629.0,2010-01-01
100011632.0,2010-01-01
100011643.0,2010-01-01
100011672.0,2010-01-01
100011718.0,2010-01-01
100011727.0,2010-01-01
100011728.0,2010-01-01
100011729.0,2010-01-01
100011730.0,2010-01-01
100011741.0,2010-01-01
100011776.0,2010-01-01
100011800.0,2010-01-01
100011809.0,2010-01-01
100011862.0,2010-01-01
100010677.0,2010-01-01
100010727.0,2010-01-01
100010792.0,2010-01-01
100010824.0,2010-01-01
100010825.0,2010-01-01
100010829.0,2010-01-01
100010838.0,2010-01-01
100010858.0,2010-01-01
100010880.0,2010-01-01
100010917.0,2010-01-01
100010920.0,2010-01-01
100010948.0,2010-01-01
100010950.0,2010-01-01
100010960.0,2010-01-01
100010964.0,2010-01-01
100010972.0,2010-01-01
93651724.0,2010-01-01
100010117.0,2010-01-01
100010121.0,2010-01-01
100010127.0,2010-01-01
100010147.0,2010-01-01
100010149.0,2010-01-01
100010186.0,2010-01-01
100010191.0,2010-01-01
100010236.0,2010-01-01
100010267.0,2010-01-01
100010282.0,2010-01-01
100010286.0,2010-01-01
100010310.0,2010-01-01
100010332.0,2010-01-01
100010343.0,2010-01-01
100010372.0,2010-01-01
100010373.0,2010-01-01
100010410.0,2010-01-01
100010459.0,2010-01-01
100010467.0,2010-01-01
100010505.0,2010-01-01
100010506.0,2010-01-01
100010544.0,2010-01-01
100010545.0,2010-01-01
100010556.0,2010-01-01
100010559.0,2010-01-01
100010631.0,2010-01-01
100010637.0,2010-01-01
100010639.0,2010-01-01
100010988.0,2010-01-01
100011006.0,2010-01-01
100011016.0,2010-01-01
100011023.0,2010-01-01
100011029.0,2010-01-01
100011036.0,2010-01-01
110311247.0,2011-01-31
110311248.0,2011-01-31
110311253.0,2011-01-31
110311254.0,2011-01-31
110311301.0,2011-01-31
110311308.0,2011-01-31
110311318.0,2011-01-31
110311340.0,2011-01-31
110311351.0,2011-01-31
110311394.0,2011-01-31
110311432.0,2011-01-31
110311482.0,2011-01-31
110311492.0,2011-01-31
110311523.0,2011-01-31
110311552.0,2011-01-31
110311608.0,2011-01-31
110311613.0,2011-01-31
110311653.0,2011-01-31
110311730.0,2011-01-31
110311749.0,2011-01-31
110311794.0,2011-01-31
110311810.0,2011-01-31
110311887.0,2011-01-31
110311967.0,2011-01-31
110311989.0,2011-01-31
110312006.0,2011-01-31
110312044.0,2011-01-31
110312062.0,2011-01-31
110312150.0,2011-01-31
110312234.0,2011-01-31
110312273.0,2011-01-31
110312336.0,2011-01-31
110318023.0,2011-01-31
110318031.0,2011-01-31
110318033.0,2011-01-31
110310019.0,2011-01-31
110310048.0,2011-01-31
110310057.0,2011-01-31
110310073.0,2011-01-31
110310137.0,2011-01-31
110310311.0,2011-01-31
110310321.0,2011-01-31
110310323.0,2011-01-31
110310410.0,2011-01-31
110310412.0,2011-01-31
110310422.0,2011-01-31
110310430.0,2011-01-31
110310439.0,2011-01-31
110310450.0,2011-01-31
110310518.0,2011-01-31
110310523.0,2011-01-31
110310542.0,2011-01-31
110310639.0,2011-01-31
110310655.0,2011-01-31
110310659.0,2011-01-31
110310686.0,2011-01-31
110310705.0,2011-01-31
110310743.0,2011-01-31
110310745.0,2011-01-31
110310793.0,2011-01-31
110310794.0,2011-01-31
110310872.0,2011-01-31
110310873.0,2011-01-31
110310925.0,2011-01-31
110310941.0,2011-01-31
110310952.0,2011-01-31
110310976.0,2011-01-31
110311004.0,2011-01-31
110311013.0,2011-01-31
110311022.0,2011-01-31
110311037.0,2011-01-31
110311043.0,2011-01-31
110311106.0,2011-01-31
110311129.0,2011-01-31
110311156.0,2011-01-31
110311186.0,2011-01-31
110311202.0,2011-01-31
110302071.0,2011-01-31
110302076.0,2011-01-30
110302095.0,2011-01-30
110292283.0,2011-01-30
110290679.0,2011-01-30
110300102.0,2011-01-30
110300174.0,2011-01-30
110300228.0,2011-01-30
110300242.0,2011-01-30
110300271.0,2011-01-30
110300342.0,2011-01-30
110300373.0,2011-01-30
110300387.0,2011-01-30
110300397.0,2011-01-30
110300436.0,2011-01-30
110300438.0,2011-01-30
110300505.0,2011-01-30
110300511.0,2011-01-30
110300539.0,2011-01-30
110300590.0,2011-01-30
110300596.0,2011-01-30
110300606.0,2011-01-30
110300618.0,2011-01-30
110300661.0,2011-01-30
110300664.0,2011-01-30
110300723.0,2011-01-30
110300803.0,2011-01-30
110300804.0,2011-01-30
110300810.0,2011-01-30
110300827.0,2011-01-30
110300845.0,2011-01-30
110300864.0,2011-01-30
110300865.0,2011-01-30
110300938.0,2011-01-30
110300943.0,2011-01-30
110300998.0,2011-01-30
110301010.0,2011-01-30
110301012.0,2011-01-30
110301017.0,2011-01-30
110301071.0,2011-01-30
110301108.0,2011-01-30
110301123.0,2011-01-30
110301134.0,2011-01-30
110301150.0,2011-01-30
110301190.0,2011-01-30
110301191.0,2011-01-30
110301203.0,2011-01-30
110301242.0,2011-01-30
110301247.0,2011-01-30
110301261.0,2011-01-30
110301301.0,2011-01-30
110301308.0,2011-01-30
110301317.0,2011-01-30
110301412.0,2011-01-30
110301443.0,2011-01-30
110301458.0,2011-01-30
110301477.0,2011-01-30
110301497.0,2011-01-30
110301566.0,2011-01-30
110301577.0,2011-01-30
110301687.0,2011-01-30
110301725.0,2011-01-30
110301770.0,2011-01-30
110301804.0,2011-01-30
110301857.0,2011-01-30
110301879.0,2011-01-30
110301881.0,2011-01-30
110301919.0,2011-01-30
110301959.0,2011-01-30
110301976.0,2011-01-30
110301985.0,2011-01-30
110301986.0,2011-01-30
110302002.0,2011-01-30
110302006.0,2011-01-30
110302038.0,2011-01-30
110302067.0,2011-01-30
110030051.0,2011-01-30
110290681.0,2011-01-29
110290708.0,2011-01-29
110290802.0,2011-01-29
110290815.0,2011-01-29
110290827.0,2011-01-29
110290839.0,2011-01-29
110290875.0,2011-01-29
110290893.0,2011-01-29
110290965.0,2011-01-29
110290984.0,2011-01-29
110291016.0,2011-01-29
110291045.0,2011-01-29
110291174.0,2011-01-29
110291250.0,2011-01-29
110291278.0,2011-01-29
110291281.0,2011-01-29
110291300.0,2011-01-29
110291303.0,2011-01-29
110291317.0,2011-01-29
110291352.0,2011-01-29
110291370.0,2011-01-29
110291375.0,2011-01-29
110291436.0,2011-01-29
110291456.0,2011-01-29
110291474.0,2011-01-29
110291552.0,2011-01-29
110291627.0,2011-01-29
110291656.0,2011-01-29
110291707.0,2011-01-29
110291720.0,2011-01-29
110291746.0,2011-01-29
110291784.0,2011-01-29
110291902.0,2011-01-29
110291921.0,2011-01-29
110291935.0,2011-01-29
110291968.0,2011-01-29
110291975.0,2011-01-29
110292010.0,2011-01-29
110292053.0,2011-01-29
110292094.0,2011-01-29
110292163.0,2011-01-29
110282452.0,2011-01-29
110290009.0,2011-01-29
110290071.0,2011-01-29
110290113.0,2011-01-29
110290122.0,2011-01-29
110290153.0,2011-01-29
110290277.0,2011-01-29
110290283.0,2011-01-29
110290310.0,2011-01-29
110290312.0,2011-01-29
110290315.0,2011-01-29
110290325.0,2011-01-29
110290445.0,2011-01-29
110290485.0,2011-01-29
110290502.0,2011-01-29
110290507.0,2011-01-29
110290599.0,2011-01-29
110290612.0,2011-01-29
110290645.0,2011-01-29
110290661.0,2011-01-29
110292284.0,2011-01-29
110292298.0,2011-01-29
110292345.0,2011-01-29
110292353.0,2011-01-29
110292360.0,2011-01-29
110292403.0,2011-01-29
110292434.0,2011-01-29
110292471.0,2011-01-29
110292500.0,2011-01-29
110292564.0,2011-01-29
110292577.0,2011-01-29
110298024.0,2011-01-29
110281389.0,2011-01-29
110281464.0,2011-01-28
110281498.0,2011-01-28
110281505.0,2011-01-28
110281537.0,2011-01-28
110281540.0,2011-01-28
110281546.0,2011-01-28
110281593.0,2011-01-28
110281604.0,2011-01-28
110281623.0,2011-01-28
110281631.0,2011-01-28
110281633.0,2011-01-28
110281641.0,2011-01-28
110281652.0,2011-01-28
110281671.0,2011-01-28
110281686.0,2011-01-28
110281721.0,2011-01-28
110281730.0,2011-01-28
110281736.0,2011-01-28
110281878.0,2011-01-28
110281898.0,2011-01-28
110281901.0,2011-01-28
110281929.0,2011-01-28
110281940.0,2011-01-28
110281979.0,2011-01-28
110282054.0,2011-01-28
110282085.0,2011-01-28
110282184.0,2011-01-28
110282282.0,2011-01-28
110282289.0,2011-01-28
110282296.0,2011-01-28
110282385.0,2011-01-28
110282425.0,2011-01-28
110282432.0,2011-01-28
110282443.0,2011-01-28
110280024.0,2011-01-28
110280102.0,2011-01-28
110280190.0,2011-01-28
110280209.0,2011-01-28
110280242.0,2011-01-28
110280422.0,2011-01-28
110280470.0,2011-01-28
110280476.0,2011-01-28
110280480.0,2011-01-28
110280491.0,2011-01-28
110280537.0,2011-01-28
110280584.0,2011-01-28
110280594.0,2011-01-28
110280644.0,2011-01-28
110280657.0,2011-01-28
110280681.0,2011-01-28
110280692.0,2011-01-28
110280727.0,2011-01-28
110280731.0,2011-01-28
110280732.0,2011-01-28
110280742.0,2011-01-28
110280758.0,2011-01-28
110280768.0,2011-01-28
110280789.0,2011-01-28
110280837.0,2011-01-28
110280885.0,2011-01-28
110280961.0,2011-01-28
110280977.0,2011-01-28
110280987.0,2011-01-28
110280993.0,2011-01-28
110281027.0,2011-01-28
110281068.0,2011-01-28
110281110.0,2011-01-28
110281240.0,2011-01-28
110281248.0,2011-01-28
110281288.0,2011-01-28
110281293.0,2011-01-28
110281310.0,2011-01-28
110281318.0,2011-01-28
110281353.0,2011-01-28
110272624.0,2011-01-28
110282467.0,2011-01-28
110282560.0,2011-01-28
110282624.0,2011-01-28
110282660.0,2011-01-28
110282664.0,2011-01-28
110282800.0,2011-01-28
110282832.0,2011-01-28
110282874.0,2011-01-28
110282879.0,2011-01-28
110282886.0,2011-01-28
110282935.0,2011-01-28
110282940.0,2011-01-28
110288028.0,2011-01-28
110221307.0,2011-01-28
110272656.0,2011-01-27
110272705.0,2011-01-27
110278043.0,2011-01-27
110262260.0,2011-01-27
110270346.0,2011-01-27
110270365.0,2011-01-27
110270375.0,2011-01-27
110270390.0,2011-01-27
110270394.0,2011-01-27
110270402.0,2011-01-27
110270411.0,2011-01-27
110270426.0,2011-01-27
110270477.0,2011-01-27
110270478.0,2011-01-27
110270602.0,2011-01-27
110270644.0,2011-01-27
110270683.0,2011-01-27
110270704.0,2011-01-27
110270768.0,2011-01-27
110270809.0,2011-01-27
110270888.0,2011-01-27
110270906.0,2011-01-27
110270924.0,2011-01-27
110270944.0,2011-01-27
110270953.0,2011-01-27
110270961.0,2011-01-27
110270984.0,2011-01-27
110270994.0,2011-01-27
110271013.0,2011-01-27
110271026.0,2011-01-27
110271079.0,2011-01-27
110271130.0,2011-01-27
110271141.0,2011-01-27
110271145.0,2011-01-27
110271203.0,2011-01-27
110271214.0,2011-01-27
110271218.0,2011-01-27
110271254.0,2011-01-27
110271283.0,2011-01-27
110271291.0,2011-01-27
110271311.0,2011-01-27
110271321.0,2011-01-27
110271340.0,2011-01-27
110271347.0,2011-01-27
110271373.0,2011-01-27
110271438.0,2011-01-27
110271502.0,2011-01-27
110271511.0,2011-01-27
110271515.0,2011-01-27
110271592.0,2011-01-27
110271631.0,2011-01-27
110271671.0,2011-01-27
110271757.0,2011-01-27
110271785.0,2011-01-27
110271839.0,2011-01-27
110271875.0,2011-01-27
110271887.0,2011-01-27
110271922.0,2011-01-27
110271986.0,2011-01-27
110272015.0,2011-01-27
110272062.0,2011-01-27
110272104.0,2011-01-27
110272111.0,2011-01-27
110272188.0,2011-01-27
110272221.0,2011-01-27
110272235.0,2011-01-27
110272251.0,2011-01-27
110272265.0,2011-01-27
110272276.0,2011-01-27
110272279.0,2011-01-27
110272294.0,2011-01-27
110272295.0,2011-01-27
110272298.0,2011-01-27
110272369.0,2011-01-27
110272396.0,2011-01-27
110272405.0,2011-01-27
110272418.0,2011-01-27
110272433.0,2011-01-27
110272503.0,2011-01-27
110272520.0,2011-01-27
110272531.0,2011-01-27
110272575.0,2011-01-27
110272611.0,2011-01-27
110260043.0,2011-01-26
110260044.0,2011-01-26
110260189.0,2011-01-26
110260197.0,2011-01-26
110260201.0,2011-01-26
110260242.0,2011-01-26
110260262.0,2011-01-26
110260273.0,2011-01-26
110260297.0,2011-01-26
110260338.0,2011-01-26
110260362.0,2011-01-26
110260364.0,2011-01-26
110260384.0,2011-01-26
110260405.0,2011-01-26
110260420.0,2011-01-26
110260425.0,2011-01-26
110260445.0,2011-01-26
110260468.0,2011-01-26
110260492.0,2011-01-26
110260510.0,2011-01-26
110260513.0,2011-01-26
110260525.0,2011-01-26
110260537.0,2011-01-26
110260538.0,2011-01-26
110260582.0,2011-01-26
110260593.0,2011-01-26
110260635.0,2011-01-26
110260638.0,2011-01-26
110260698.0,2011-01-26
110260704.0,2011-01-26
110260714.0,2011-01-26
110260781.0,2011-01-26
110260793.0,2011-01-26
110260821.0,2011-01-26
110260893.0,2011-01-26
110260912.0,2011-01-26
110260942.0,2011-01-26
110260951.0,2011-01-26
110261041.0,2011-01-26
110261070.0,2011-01-26
110261087.0,2011-01-26
110261108.0,2011-01-26
110261126.0,2011-01-26
110261131.0,2011-01-26
110261135.0,2011-01-26
110261152.0,2011-01-26
110261155.0,2011-01-26
110261157.0,2011-01-26
110261200.0,2011-01-26
110261245.0,2011-01-26
110261271.0,2011-01-26
110261294.0,2011-01-26
110261295.0,2011-01-26
110261405.0,2011-01-26
110261408.0,2011-01-26
110261409.0,2011-01-26
110261507.0,2011-01-26
110261547.0,2011-01-26
110261717.0,2011-01-26
110261758.0,2011-01-26
110261782.0,2011-01-26
110261809.0,2011-01-26
110261842.0,2011-01-26
110261851.0,2011-01-26
110261866.0,2011-01-26
110261921.0,2011-01-26
110261990.0,2011-01-26
110261992.0,2011-01-26
110262004.0,2011-01-26
110262012.0,2011-01-26
110262030.0,2011-01-26
110262077.0,2011-01-26
110262088.0,2011-01-26
110262114.0,2011-01-26
110262148.0,2011-01-26
110262176.0,2011-01-26
110262177.0,2011-01-26
110262180.0,2011-01-26
110262205.0,2011-01-26
110262214.0,2011-01-26
110262292.0,2011-01-26
110262324.0,2011-01-26
110252049.0,2011-01-26
110152015.0,2011-01-26
110252050.0,2011-01-25
110252072.0,2011-01-25
110252077.0,2011-01-25
110252094.0,2011-01-25
110252173.0,2011-01-25
110252178.0,2011-01-25
110250089.0,2011-01-25
110250172.0,2011-01-25
110250266.0,2011-01-25
110250272.0,2011-01-25
110250452.0,2011-01-25
110250456.0,2011-01-25
110250499.0,2011-01-25
110250590.0,2011-01-25
110250633.0,2011-01-25
110250669.0,2011-01-25
110250687.0,2011-01-25
110250690.0,2011-01-25
110250692.0,2011-01-25
110250708.0,2011-01-25
110250747.0,2011-01-25
110250751.0,2011-01-25
110250789.0,2011-01-25
110250805.0,2011-01-25
110250836.0,2011-01-25
110250838.0,2011-01-25
110250843.0,2011-01-25
110250855.0,2011-01-25
110250863.0,2011-01-25
110250868.0,2011-01-25
110250871.0,2011-01-25
110250893.0,2011-01-25
110250902.0,2011-01-25
110250979.0,2011-01-25
110250989.0,2011-01-25
110250990.0,2011-01-25
110250993.0,2011-01-25
110250995.0,2011-01-25
110250997.0,2011-01-25
110251012.0,2011-01-25
110251031.0,2011-01-25
110251036.0,2011-01-25
110251040.0,2011-01-25
110251061.0,2011-01-25
110251065.0,2011-01-25
110251086.0,2011-01-25
110251093.0,2011-01-25
110251095.0,2011-01-25
110251097.0,2011-01-25
110251121.0,2011-01-25
110251130.0,2011-01-25
110251158.0,2011-01-25
110251167.0,2011-01-25
110251172.0,2011-01-25
110251178.0,2011-01-25
110251190.0,2011-01-25
110251224.0,2011-01-25
110251230.0,2011-01-25
110251252.0,2011-01-25
110251264.0,2011-01-25
110251268.0,2011-01-25
110251287.0,2011-01-25
110251302.0,2011-01-25
110251307.0,2011-01-25
110251317.0,2011-01-25
110251339.0,2011-01-25
110251344.0,2011-01-25
110251345.0,2011-01-25
110251357.0,2011-01-25
110251361.0,2011-01-25
110251367.0,2011-01-25
110251393.0,2011-01-25
110251442.0,2011-01-25
110251443.0,2011-01-25
110251444.0,2011-01-25
110251454.0,2011-01-25
110251487.0,2011-01-25
110251493.0,2011-01-25
110251512.0,2011-01-25
110251519.0,2011-01-25
110251552.0,2011-01-25
110251561.0,2011-01-25
110251613.0,2011-01-25
110251634.0,2011-01-25
110251677.0,2011-01-25
110251691.0,2011-01-25
110251693.0,2011-01-25
110251697.0,2011-01-25
110251698.0,2011-01-25
110251756.0,2011-01-25
110251759.0,2011-01-25
110251782.0,2011-01-25
110251829.0,2011-01-25
110251867.0,2011-01-25
110251868.0,2011-01-25
110251887.0,2011-01-25
110251965.0,2011-01-25
110251973.0,2011-01-25
110251994.0,2011-01-25
110252009.0,2011-01-25
110242253.0,2011-01-24
110242264.0,2011-01-24
110242337.0,2011-01-24
110242358.0,2011-01-24
110248002.0,2011-01-24
110248041.0,2011-01-24
110240076.0,2011-01-24
110240171.0,2011-01-24
110240209.0,2011-01-24
110240228.0,2011-01-24
110240238.0,2011-01-24
110240336.0,2011-01-24
110240346.0,2011-01-24
110240375.0,2011-01-24
110240381.0,2011-01-24
110240411.0,2011-01-24
110240422.0,2011-01-24
110240440.0,2011-01-24
110240457.0,2011-01-24
110240471.0,2011-01-24
110240553.0,2011-01-24
110240656.0,2011-01-24
110240668.0,2011-01-24
110240674.0,2011-01-24
110240684.0,2011-01-24
110240689.0,2011-01-24
110240724.0,2011-01-24
110240734.0,2011-01-24
110240740.0,2011-01-24
110240746.0,2011-01-24
110240787.0,2011-01-24
110240822.0,2011-01-24
110240824.0,2011-01-24
110240848.0,2011-01-24
110240855.0,2011-01-24
110240872.0,2011-01-24
110240933.0,2011-01-24
110240958.0,2011-01-24
110241016.0,2011-01-24
110241176.0,2011-01-24
110241178.0,2011-01-24
110241179.0,2011-01-24
110241185.0,2011-01-24
110241201.0,2011-01-24
110241207.0,2011-01-24
110241226.0,2011-01-24
110241227.0,2011-01-24
110241234.0,2011-01-24
110241247.0,2011-01-24
110241263.0,2011-01-24
110241301.0,2011-01-24
110241312.0,2011-01-24
110241320.0,2011-01-24
110241344.0,2011-01-24
110241354.0,2011-01-24
110241369.0,2011-01-24
110241380.0,2011-01-24
110241407.0,2011-01-24
110241418.0,2011-01-24
110241431.0,2011-01-24
110241466.0,2011-01-24
110241502.0,2011-01-24
110241612.0,2011-01-24
110241618.0,2011-01-24
110241637.0,2011-01-24
110241643.0,2011-01-24
110241677.0,2011-01-24
110241691.0,2011-01-24
110241735.0,2011-01-24
110241759.0,2011-01-24
110241765.0,2011-01-24
110241822.0,2011-01-24
110241836.0,2011-01-24
110241841.0,2011-01-24
110241866.0,2011-01-24
110241883.0,2011-01-24
110241898.0,2011-01-24
110241902.0,2011-01-24
110241907.0,2011-01-24
110241908.0,2011-01-24
110241918.0,2011-01-24
110241964.0,2011-01-24
110241985.0,2011-01-24
110242035.0,2011-01-24
110242101.0,2011-01-24
110242109.0,2011-01-24
110242142.0,2011-01-24
110242168.0,2011-01-24
110242169.0,2011-01-24
110242191.0,2011-01-24
110242220.0,2011-01-24
