:START_ID,:END_ID
100021236.0,210
100021279.0,208
100021285.0,210
100021292.0,308
100021303.0,212
100021314.0,502
100021328.0,501
100021330.0,409
100021346.0,307
100021391.0,208
100021483.0,210
100021505.0,105
100021520.0,210
100021527.0,305
100021662.0,507
100021675.0,409
100021678.0,607
100021682.0,201
100021705.0,301
100021784.0,111
100022000000.0,301
93641508.0,410
100011076.0,110
100011079.0,503
100011089.0,204
100011103.0,211
100011107.0,512
100011146.0,401
100011158.0,403
100011202.0,505
100011206.0,402
100011217.0,310
100011246.0,304
100011264.0,208
100011283.0,204
100011318.0,401
100011320.0,511
100011342.0,213
100011386.0,502
100011388.0,210
100011414.0,207
100011468.0,605
100011487.0,511
100011490.0,210
100011535.0,409
100011548.0,602
100011576.0,112
100011602.0,301
100011629.0,412
100011632.0,407
100011643.0,404
100011672.0,203
100011718.0,211
100011727.0,312
100011728.0,501
100011729.0,609
100011730.0,414
100011741.0,604
100011776.0,602
100011800.0,508
100011809.0,414
100011862.0,608
100010677.0,112
100010727.0,508
100010792.0,102
100010824.0,502
100010825.0,612
100010829.0,607
100010838.0,507
100010858.0,211
100010880.0,112
100010917.0,207
100010920.0,501
100010948.0,512
100010950.0,307
100010960.0,305
100010964.0,208
100010972.0,304
93651724.0,407
100010117.0,308
100010121.0,309
100010127.0,208
100010147.0,512
100010149.0,311
100010186.0,501
100010191.0,303
100010236.0,306
100010267.0,512
100010282.0,603
100010286.0,511
100010310.0,602
100010332.0,610
100010343.0,605
100010372.0,503
100010373.0,409
100010410.0,402
100010459.0,508
100010467.0,310
100010505.0,212
100010506.0,310
100010544.0,212
100010545.0,110
100010556.0,605
100010559.0,409
100010631.0,413
100010637.0,307
100010639.0,106
100010988.0,407
100011006.0,212
100011016.0,306
100011023.0,510
100011029.0,313
100011036.0,204
110311247.0,508
110311248.0,402
110311253.0,509
110311254.0,403
110311301.0,414
110311308.0,109
110311318.0,210
110311340.0,408
110311351.0,414
110311394.0,603
110311432.0,110
110311482.0,403
110311492.0,411
110311523.0,209
110311552.0,402
110311608.0,603
110311613.0,607
110311653.0,304
110311730.0,212
110311749.0,304
110311794.0,603
110311810.0,412
110311887.0,505
110311967.0,204
110311989.0,410
110312006.0,208
110312044.0,401
110312062.0,609
110312150.0,501
110312234.0,502
110312273.0,208
110312336.0,302
110318023.0,706
110318031.0,701
110318033.0,706
110310019.0,405
110310048.0,307
110310057.0,504
110310073.0,306
110310137.0,605
110310311.0,512
110310321.0,212
110310323.0,301
110310410.0,408
110310412.0,609
110310422.0,509
110310430.0,107
110310439.0,412
110310450.0,406
110310518.0,304
110310523.0,304
110310542.0,414
110310639.0,410
110310655.0,112
110310659.0,305
110310686.0,610
110310705.0,603
110310743.0,310
110310745.0,108
110310793.0,409
110310794.0,212
110310872.0,304
110310873.0,604
110310925.0,302
110310941.0,207
110310952.0,607
110310976.0,407
110311004.0,511
110311013.0,303
110311022.0,413
110311037.0,602
110311043.0,403
110311106.0,309
110311129.0,312
110311156.0,203
110311186.0,304
110311202.0,303
110302071.0,502
110302076.0,507
110302095.0,213
110292283.0,101
110290679.0,102
110300102.0,101
110300174.0,404
110300228.0,401
110300242.0,305
110300271.0,105
110300342.0,507
110300373.0,507
110300387.0,101
110300397.0,505
110300436.0,604
110300438.0,301
110300505.0,103
110300511.0,306
110300539.0,306
110300590.0,301
110300596.0,201
110300606.0,311
110300618.0,106
110300661.0,212
110300664.0,207
110300723.0,308
110300803.0,510
110300804.0,310
110300810.0,110
110300827.0,508
110300845.0,307
110300864.0,105
110300865.0,112
110300938.0,403
110300943.0,402
110300998.0,101
110301010.0,407
110301012.0,504
110301017.0,509
110301071.0,404
110301108.0,603
110301123.0,308
110301134.0,511
110301150.0,210
110301190.0,309
110301191.0,204
110301203.0,211
110301242.0,509
110301247.0,302
110301261.0,301
110301301.0,501
110301308.0,605
110301317.0,401
110301412.0,206
110301443.0,511
110301458.0,302
110301477.0,204
110301497.0,611
110301566.0,303
110301577.0,204
110301687.0,503
110301725.0,312
110301770.0,412
110301804.0,102
110301857.0,109
110301879.0,210
110301881.0,610
110301919.0,512
110301959.0,507
110301976.0,404
110301985.0,101
110301986.0,508
110302002.0,607
110302006.0,104
110302038.0,507
110302067.0,305
110030051.0,405
110290681.0,609
110290708.0,302
110290802.0,108
110290815.0,306
110290827.0,105
110290839.0,305
110290875.0,308
110290893.0,602
110290965.0,503
110290984.0,605
110291016.0,508
110291045.0,403
110291174.0,501
110291250.0,410
110291278.0,405
110291281.0,302
110291300.0,603
110291303.0,510
110291317.0,508
110291352.0,204
110291370.0,307
110291375.0,114
110291436.0,501
110291456.0,303
110291474.0,602
110291552.0,602
110291627.0,204
110291656.0,210
110291707.0,204
110291720.0,602
110291746.0,311
110291784.0,511
110291902.0,101
110291921.0,103
110291935.0,210
110291968.0,108
110291975.0,103
110292010.0,408
110292053.0,501
110292094.0,602
110292163.0,504
110282452.0,103
110290009.0,209
110290071.0,509
110290113.0,306
110290122.0,501
110290153.0,312
110290277.0,612
110290283.0,306
110290310.0,603
110290312.0,409
110290315.0,212
110290325.0,507
110290445.0,104
110290485.0,606
110290502.0,504
110290507.0,504
110290599.0,201
110290612.0,114
110290645.0,406
110290661.0,603
110292284.0,409
110292298.0,604
110292345.0,601
110292353.0,408
110292360.0,605
110292403.0,102
110292434.0,302
110292471.0,501
110292500.0,206
110292564.0,103
110292577.0,407
110298024.0,703
110281389.0,507
110281464.0,301
110281498.0,305
110281505.0,307
110281537.0,508
110281540.0,402
110281546.0,511
110281593.0,603
110281604.0,606
110281623.0,203
110281631.0,207
110281633.0,305
110281641.0,409
110281652.0,301
110281671.0,609
110281686.0,114
110281721.0,607
110281730.0,207
110281736.0,605
110281878.0,301
110281898.0,410
110281901.0,102
110281929.0,403
110281940.0,407
110281979.0,508
110282054.0,108
110282085.0,210
110282184.0,508
110282282.0,501
110282289.0,401
110282296.0,301
110282385.0,612
110282425.0,401
110282432.0,511
110282443.0,403
110280024.0,206
110280102.0,409
110280190.0,508
110280209.0,407
110280242.0,311
110280422.0,307
110280470.0,404
110280476.0,205
110280480.0,107
110280491.0,505
110280537.0,407
110280584.0,611
110280594.0,603
110280644.0,105
110280657.0,409
110280681.0,114
110280692.0,105
110280727.0,506
110280731.0,211
110280732.0,512
110280742.0,306
110280758.0,306
110280768.0,111
110280789.0,302
110280837.0,212
110280885.0,403
110280961.0,307
110280977.0,401
110280987.0,611
110280993.0,112
110281027.0,303
110281068.0,110
110281110.0,103
110281240.0,205
110281248.0,401
110281288.0,606
110281293.0,110
110281310.0,604
110281318.0,414
110281353.0,210
110272624.0,605
110282467.0,307
110282560.0,204
110282624.0,507
110282660.0,501
110282664.0,305
110282800.0,211
110282832.0,406
110282874.0,104
110282879.0,211
110282886.0,302
110282935.0,212
110282940.0,308
110288028.0,706
110221307.0,601
110272656.0,213
110272705.0,512
110278043.0,703
110262260.0,207
110270346.0,107
110270365.0,413
110270375.0,207
110270390.0,603
110270394.0,413
110270402.0,603
110270411.0,304
110270426.0,312
110270477.0,304
110270478.0,309
110270602.0,101
110270644.0,605
110270683.0,409
110270704.0,110
110270768.0,501
110270809.0,403
110270888.0,401
110270906.0,213
110270924.0,201
110270944.0,107
110270953.0,205
110270961.0,302
110270984.0,605
110270994.0,604
110271013.0,207
110271026.0,612
110271079.0,610
110271130.0,609
110271141.0,405
110271145.0,211
110271203.0,402
110271214.0,213
110271218.0,509
110271254.0,303
110271283.0,406
110271291.0,511
110271311.0,207
110271321.0,304
110271340.0,308
110271347.0,105
110271373.0,208
110271438.0,602
110271502.0,210
110271511.0,507
110271515.0,101
110271592.0,510
110271631.0,306
110271671.0,611
110271757.0,406
110271785.0,213
110271839.0,401
110271875.0,602
110271887.0,406
110271922.0,111
110271986.0,206
110272015.0,603
110272062.0,511
110272104.0,203
110272111.0,508
110272188.0,414
110272221.0,203
110272235.0,301
110272251.0,601
110272265.0,502
110272276.0,307
110272279.0,511
110272294.0,505
110272295.0,603
110272298.0,304
110272369.0,608
110272396.0,605
110272405.0,105
110272418.0,406
110272433.0,510
110272503.0,501
110272520.0,602
110272531.0,306
110272575.0,212
110272611.0,401
110260043.0,108
110260044.0,401
110260189.0,503
110260197.0,610
110260201.0,506
110260242.0,606
110260262.0,301
110260273.0,509
110260297.0,105
110260338.0,412
110260362.0,101
110260364.0,302
110260384.0,212
110260405.0,307
110260420.0,210
110260425.0,403
110260445.0,604
110260468.0,401
110260492.0,502
110260510.0,204
110260513.0,604
110260525.0,311
110260537.0,512
110260538.0,603
110260582.0,302
110260593.0,302
110260635.0,102
110260638.0,511
110260698.0,511
110260704.0,610
110260714.0,210
110260781.0,303
110260793.0,311
110260821.0,105
110260893.0,507
110260912.0,505
110260942.0,402
110260951.0,211
110261041.0,206
110261070.0,312
110261087.0,208
110261108.0,306
110261126.0,404
110261131.0,606
110261135.0,204
110261152.0,306
110261155.0,401
110261157.0,506
110261200.0,413
110261245.0,306
110261271.0,302
110261294.0,306
110261295.0,603
110261405.0,511
110261408.0,110
110261409.0,401
110261507.0,313
110261547.0,113
110261717.0,110
110261758.0,413
110261782.0,409
110261809.0,104
110261842.0,603
110261851.0,408
110261866.0,301
110261921.0,511
110261990.0,505
110261992.0,302
110262004.0,404
110262012.0,409
110262030.0,401
110262077.0,508
110262088.0,304
110262114.0,114
110262148.0,201
110262176.0,206
110262177.0,206
110262180.0,511
110262205.0,406
110262214.0,203
110262292.0,312
110262324.0,601
110252049.0,213
110152015.0,110
110252050.0,104
110252072.0,507
110252077.0,313
110252094.0,207
110252173.0,311
110252178.0,607
110250089.0,504
110250172.0,507
110250266.0,505
110250272.0,313
110250452.0,207
110250456.0,406
110250499.0,607
110250590.0,411
110250633.0,413
110250669.0,609
110250687.0,609
110250690.0,503
110250692.0,508
110250708.0,306
110250747.0,312
110250751.0,301
110250789.0,108
110250805.0,601
110250836.0,101
110250838.0,512
110250843.0,303
110250855.0,503
110250863.0,208
110250868.0,206
110250871.0,511
110250893.0,603
110250902.0,105
110250979.0,114
110250989.0,301
110250990.0,410
110250993.0,412
110250995.0,511
110250997.0,204
110251012.0,201
110251031.0,307
110251036.0,607
110251040.0,405
110251061.0,204
110251065.0,511
110251086.0,409
110251093.0,507
110251095.0,401
110251097.0,304
110251121.0,208
110251130.0,212
110251158.0,404
110251167.0,302
110251172.0,302
110251178.0,608
110251190.0,413
110251224.0,205
110251230.0,401
110251252.0,210
110251264.0,404
110251268.0,502
110251287.0,501
110251302.0,304
110251307.0,508
110251317.0,511
110251339.0,105
110251344.0,406
110251345.0,203
110251357.0,605
110251361.0,203
110251367.0,109
110251393.0,303
110251442.0,503
110251443.0,311
110251444.0,208
110251454.0,102
110251487.0,114
110251493.0,609
110251512.0,310
110251519.0,108
110251552.0,610
110251561.0,604
110251613.0,501
110251634.0,304
110251677.0,101
110251691.0,603
110251693.0,505
110251697.0,413
110251698.0,208
110251756.0,208
110251759.0,403
110251782.0,502
110251829.0,405
110251867.0,412
110251868.0,605
110251887.0,609
110251965.0,304
110251973.0,410
110251994.0,604
110252009.0,510
110242253.0,209
110242264.0,304
110242337.0,605
110242358.0,305
110248002.0,706
110248041.0,705
110240076.0,509
110240171.0,509
110240209.0,101
110240228.0,408
110240238.0,409
110240336.0,503
110240346.0,204
110240375.0,505
110240381.0,301
110240411.0,404
110240422.0,611
110240440.0,204
110240457.0,102
110240471.0,204
110240553.0,204
110240656.0,313
110240668.0,205
110240674.0,607
110240684.0,106
110240689.0,304
110240724.0,310
110240734.0,305
110240740.0,414
110240746.0,305
110240787.0,506
110240822.0,305
110240824.0,204
110240848.0,511
110240855.0,209
110240872.0,505
110240933.0,506
110240958.0,204
110241016.0,103
110241176.0,405
110241178.0,505
110241179.0,501
110241185.0,204
110241201.0,409
110241207.0,114
110241226.0,413
110241227.0,605
110241234.0,212
110241247.0,410
110241263.0,609
110241301.0,609
110241312.0,605
110241320.0,210
110241344.0,503
110241354.0,508
110241369.0,511
110241380.0,112
110241407.0,402
110241418.0,412
110241431.0,411
110241466.0,411
110241502.0,211
110241612.0,401
110241618.0,114
110241637.0,208
110241643.0,509
110241677.0,410
110241691.0,204
110241735.0,506
110241759.0,301
110241765.0,606
110241822.0,504
110241836.0,407
110241841.0,301
110241866.0,603
110241883.0,204
110241898.0,609
110241902.0,107
110241907.0,402
110241908.0,510
110241918.0,206
110241964.0,302
110241985.0,405
110242035.0,307
110242101.0,206
110242109.0,103
110242142.0,310
110242168.0,301
110242169.0,206
110242191.0,113
110242220.0,510
110242222.0,206
110242228.0,605
110230009.0,411
110230037.0,409
110230043.0,111
110230242.0,510
110230249.0,604
110230331.0,505
110230354.0,212
110230358.0,512
110230363.0,510
110230440.0,305
110230484.0,211
110230492.0,507
110230512.0,606
110230513.0,302
110230577.0,401
110230603.0,610
110230627.0,602
110230645.0,603
110230650.0,602
110230677.0,407
110230772.0,104
110230787.0,407
110230791.0,402
110230811.0,106
110230839.0,210
110230840.0,509
110230946.0,609
110230997.0,313
110231074.0,401
110231077.0,607
110231080.0,209
110231107.0,610
110231115.0,307
110231138.0,312
110231145.0,212
110231159.0,301
110231176.0,111
110231196.0,208
110231238.0,113
110231250.0,107
110231251.0,204
110231287.0,401
110231333.0,204
110231374.0,411
110231387.0,211
110231398.0,311
110231424.0,301
110231426.0,206
110231433.0,312
110231449.0,306
110231462.0,612
110231479.0,407
110231525.0,511
110231596.0,304
110231600.0,103
110231612.0,406
110231621.0,101
110231718.0,305
110231745.0,603
110231750.0,305
110231767.0,106
110231779.0,308
110231798.0,105
110231808.0,113
110231904.0,104
110231916.0,101
110231946.0,307
110231965.0,114
110238009.0,706
110238018.0,703
110238025.0,705
110221216.0,201
110182265.0,502
110221100.0,603
110221115.0,101
110221155.0,106
110221171.0,506
110221177.0,306
110221182.0,106
110212475.0,607
110221322.0,208
110221339.0,610
110221340.0,111
110221342.0,113
110221344.0,311
110221422.0,113
110221487.0,505
110221496.0,211
110221516.0,103
110221569.0,210
110221617.0,511
110221671.0,204
110221679.0,511
110221682.0,406
110221793.0,302
110221859.0,310
110221862.0,304
110221935.0,306
110222054.0,306
110222082.0,113
110222099.0,501
110222136.0,611
110222139.0,407
110222172.0,412
110222193.0,612
110222206.0,512
110222279.0,102
110222304.0,604
110222332.0,603
110222345.0,407
110220029.0,114
110220043.0,414
110220131.0,310
110220296.0,602
110220317.0,113
110220328.0,311
110220396.0,114
110220543.0,505
110220652.0,103
110220731.0,211
110220757.0,509
110220763.0,509
110220765.0,508
110220779.0,403
110220849.0,412
110220870.0,306
110220881.0,207
110220912.0,604
110220943.0,310
110220972.0,306
110220995.0,404
110221051.0,201
110221064.0,401
110221084.0,510
110221085.0,101
110211461.0,309
110221239.0,113
110221253.0,306
110211526.0,608
110211530.0,603
110211531.0,414
110211532.0,603
110211556.0,204
110211564.0,607
110211616.0,210
110211651.0,504
110211713.0,301
110211760.0,407
110211763.0,301
110211766.0,210
110211779.0,104
110211805.0,511
110211819.0,603
110211825.0,206
110211886.0,201
110211902.0,305
110211903.0,511
110211968.0,609
110211987.0,510
110212019.0,507
110212027.0,404
110212081.0,107
110212093.0,102
110212195.0,511
110212203.0,403
110212213.0,210
110212217.0,306
110212243.0,611
110212328.0,405
110212332.0,601
110212369.0,106
110212380.0,213
110212390.0,412
110212471.0,102
110210044.0,113
110210053.0,103
110210067.0,601
110210087.0,506
110210130.0,310
110210186.0,103
110210270.0,105
110210304.0,102
110210348.0,211
110210415.0,407
110210443.0,209
110210462.0,213
110210471.0,111
110210476.0,307
110210494.0,306
110210507.0,404
110210512.0,404
110210547.0,401
110210581.0,611
110210652.0,111
110210684.0,110
110210719.0,103
110210722.0,407
110210749.0,209
110210768.0,212
110210786.0,510
110210802.0,208
110210821.0,503
110210866.0,502
110210878.0,313
110210915.0,203
110210926.0,603
110210971.0,601
110210991.0,403
110211051.0,205
110211067.0,403
110211092.0,408
110211102.0,601
110211117.0,511
110211119.0,303
110211145.0,307
110211156.0,410
110211173.0,108
110211217.0,402
110211220.0,204
110211223.0,312
110211243.0,301
110211270.0,405
110211276.0,608
110211296.0,603
110211348.0,406
110211366.0,308
110211370.0,107
110211383.0,506
110211435.0,101
110211452.0,212
110211460.0,401
110212495.0,605
110212502.0,112
110212504.0,401
110212629.0,204
110218039.0,705
110201028.0,504
110181413.0,609
110181317.0,609
110201032.0,305
110201043.0,407
110201061.0,108
110201066.0,312
110201095.0,211
110201109.0,501
110201146.0,302
110201151.0,304
110201198.0,607
110201208.0,508
110201286.0,501
110201318.0,611
110201359.0,511
110201378.0,611
110201384.0,206
110201408.0,401
110201412.0,402
110201425.0,309
110201446.0,204
110201451.0,313
110201480.0,110
110201532.0,111
110201535.0,104
110201551.0,412
110201581.0,111
110201631.0,209
110201680.0,403
110201692.0,606
110201708.0,414
110201711.0,411
110201725.0,501
110201733.0,608
110201747.0,512
110201750.0,212
110201788.0,611
110201862.0,605
110201872.0,105
110201891.0,104
110201945.0,401
110201990.0,305
110202070.0,210
110202096.0,108
110202100.0,107
110202125.0,411
110202143.0,210
110202166.0,411
110202182.0,402
110202311.0,610
110202391.0,208
110202410.0,608
110202434.0,110
110202463.0,101
110202474.0,507
110202483.0,104
110202533.0,103
110202552.0,213
110192255.0,608
110200007.0,603
110200046.0,603
110200308.0,407
110200328.0,605
110200397.0,611
110200436.0,110
110200486.0,603
110200531.0,113
110200532.0,508
110200553.0,312
110200570.0,605
110200580.0,212
110200581.0,112
110200595.0,209
110200600.0,310
110200610.0,506
110200652.0,605
110200670.0,508
110200714.0,604
110200728.0,302
110200800.0,604
110200810.0,413
110200851.0,212
110200976.0,110
110200988.0,113
110201008.0,603
110201019.0,301
110192328.0,502
110192367.0,410
110200000000.0,611
110198029.0,705
110192269.0,602
110192295.0,414
110192296.0,401
110192305.0,606
110182267.0,506
110190090.0,611
110190134.0,504
110190203.0,111
110190249.0,112
110190254.0,204
110190344.0,507
110190394.0,203
110190418.0,207
110190432.0,209
110190443.0,207
110190449.0,105
110190480.0,406
110190481.0,305
110190485.0,114
110190551.0,408
110190619.0,305
110190626.0,503
110190633.0,508
110190652.0,106
110190678.0,504
110190700.0,305
110190710.0,206
110190717.0,611
110190762.0,304
110190858.0,503
110190871.0,409
110190875.0,105
110190908.0,409
110190909.0,405
110190942.0,204
110190950.0,606
110190963.0,412
110190978.0,506
110190979.0,103
110190998.0,204
110191027.0,207
110191040.0,609
110191098.0,605
110191145.0,601
110191164.0,207
110191223.0,507
110191233.0,313
110191247.0,602
110191259.0,203
110191267.0,302
110191284.0,208
110191309.0,602
110191328.0,302
110191353.0,301
110191354.0,506
110191357.0,106
110191370.0,407
110191390.0,512
110191404.0,401
110191448.0,102
110191452.0,201
110191483.0,413
110191500.0,411
110191509.0,312
110191510.0,407
110191599.0,312
110191628.0,207
110191634.0,505
110191666.0,311
110191677.0,302
110191693.0,511
110191694.0,113
110191750.0,403
110191773.0,408
110191777.0,210
110191829.0,402
110191835.0,204
110191836.0,304
110191848.0,310
110191938.0,103
110191949.0,503
110191971.0,210
110192005.0,308
110192021.0,204
110192028.0,107
110192058.0,210
110192079.0,608
110192090.0,407
110192096.0,502
110192114.0,212
110192116.0,213
110192117.0,212
110192130.0,306
110192146.0,509
110192150.0,307
110192157.0,208
110192246.0,212
110180665.0,413
110170638.0,601
110180686.0,511
110180699.0,205
110180703.0,108
110180737.0,213
110180749.0,213
110180758.0,301
110180783.0,401
110180785.0,510
110180786.0,601
110180789.0,414
110180801.0,211
110180845.0,507
110180936.0,206
110180959.0,104
110180998.0,202
110181003.0,313
110181019.0,402
110181050.0,101
110181054.0,206
110181127.0,306
110181129.0,306
110181194.0,605
110181204.0,505
110181231.0,213
110181232.0,109
110181236.0,507
110181240.0,301
110181266.0,310
110181268.0,204
110181293.0,603
110181311.0,501
110181313.0,605
110181324.0,112
110181339.0,104
110181360.0,313
110181361.0,208
110181362.0,104
110181369.0,401
110181386.0,204
110181390.0,209
110181391.0,503
110181405.0,603
110181407.0,103
110181457.0,211
110181508.0,302
110181533.0,511
110180061.0,609
110180167.0,603
110180171.0,401
110180202.0,212
110180320.0,410
110180344.0,207
110180353.0,306
110180366.0,312
110180400.0,302
110180416.0,505
110180419.0,304
110180434.0,112
110180471.0,307
110180494.0,309
110180501.0,412
110180515.0,407
110180533.0,306
110180538.0,209
110180559.0,109
110180617.0,112
110180632.0,603
110180647.0,603
110180648.0,313
110180652.0,311
110180658.0,306
110181568.0,601
110181571.0,209
110181578.0,401
110181629.0,603
110181635.0,109
110181643.0,211
110181675.0,110
110181686.0,602
110181724.0,313
110181731.0,303
110181737.0,311
110181776.0,302
110181790.0,213
110181815.0,210
110181832.0,210
110181901.0,211
110181902.0,407
110181935.0,101
110181958.0,103
110181979.0,301
110181982.0,101
110181986.0,206
110182006.0,308
110182014.0,207
110182021.0,414
110182039.0,208
110182066.0,208
110182075.0,401
110182087.0,501
110182102.0,511
110182103.0,108
110182124.0,401
110182146.0,501
110182180.0,414
110182219.0,208
110182223.0,604
110182257.0,106
110182262.0,211
110182290.0,410
110182332.0,309
110182336.0,103
110182343.0,401
110170645.0,313
110170667.0,302
110170678.0,204
110170702.0,405
110170712.0,606
110170749.0,414
110170750.0,605
110170767.0,610
110170794.0,611
110170795.0,305
110170808.0,508
110170854.0,405
110170908.0,603
110170935.0,304
110170938.0,312
110170954.0,106
110170968.0,507
110170977.0,203
110170985.0,407
110170988.0,406
110170997.0,303
110171004.0,103
110171020.0,510
110171058.0,203
110171109.0,502
110171114.0,104
110171115.0,501
110171117.0,612
110171123.0,301
110171149.0,101
110171158.0,412
110171194.0,412
110171199.0,312
110171201.0,104
110171216.0,511
110171270.0,504
110171275.0,508
110171294.0,609
110171308.0,401
110171314.0,307
110171318.0,511
110171319.0,603
110171334.0,403
110171347.0,212
110171349.0,104
110171374.0,413
110171378.0,101
110171434.0,210
110171456.0,401
110171463.0,603
110171490.0,105
110171498.0,403
110171573.0,208
110171580.0,503
110171605.0,107
110171611.0,409
110171620.0,503
110171627.0,207
110171645.0,606
110171663.0,211
110171675.0,414
110171788.0,403
110171808.0,611
110171810.0,312
110171811.0,611
110171873.0,312
110171888.0,103
110170027.0,104
110170037.0,503
110170044.0,505
110170114.0,101
110170318.0,411
110170455.0,111
110170461.0,504
110170475.0,208
110170493.0,207
110170495.0,303
110170524.0,606
110170551.0,401
110170585.0,110
110170590.0,511
110170592.0,412
110170596.0,412
110170613.0,208
110170626.0,213
110170632.0,110
110160003.0,312
110160012.0,105
110160119.0,603
110160170.0,502
110160241.0,601
110160242.0,207
110160278.0,102
110160293.0,307
110160342.0,306
110160355.0,501
110160402.0,403
110160443.0,409
110160452.0,212
110160478.0,301
110160512.0,308
110160612.0,508
110160630.0,612
110160648.0,407
110160658.0,302
110160661.0,509
110160698.0,110
110160728.0,210
110160742.0,208
110160757.0,602
110160794.0,505
110160803.0,501
110160816.0,508
110160817.0,603
110160842.0,604
110160896.0,407
110160940.0,609
110160946.0,204
110160947.0,604
110160948.0,502
110160970.0,101
110161098.0,103
110161140.0,601
110161166.0,211
110161264.0,602
110161274.0,106
110161280.0,305
110161295.0,510
110161312.0,209
110161324.0,502
